DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,0.8355833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,0.6896667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,0.5203333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,0.35,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,-0.06625,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.05166667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.065,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,-0.1104167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,-0.005416667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,0.07166667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,0.2316667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),JPN,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,0.5625,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,6.855,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,6.586667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,5.048333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.728333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,4.95,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,5.151667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,5.350833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,5.568333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,5.165833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,4.773334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,4.2025,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,3.4475,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,3.278083,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,3.186333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,2.30575,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,1.747417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,2.282583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,2.50275,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,1.70225,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,1.499667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,2.0645,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,3.3635,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),KOR,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,3.642333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,7.573333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,5.408333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,4.900833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.8575,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,4.133333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,5.2825,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,6.431667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,12.3575,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,10.3375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,5.9075,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,4.565,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,3.34,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,2.508333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,0.9633333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,0.5341667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.8341666,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.9025,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,0.3425,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,-0.0625,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,-0.0025,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,2.2725,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LVA,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,3.828333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,8.15225,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,6.06325,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,5.320333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,4.502584,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,3.697417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,4.078667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.54475,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,5.60775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,14.00442,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,5.566667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,5.16,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,4.830833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,3.831667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,2.7925,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2015,1.380833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2016,0.8983333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.31,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.31,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,0.31,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,0.2233333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,0.16,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,0.6133333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LTU,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,2.88,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1994,7.150583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1995,7.230333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1996,6.32075,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1997,5.597917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1999,4.66375,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2000,5.518167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2001,4.859,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,4.703166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,3.316,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,2.843417,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,3.303667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2007,4.461083,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2008,4.608167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2009,4.22875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2010,3.169167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2011,2.923333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2012,1.821,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2013,1.850917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.5448334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.5646667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,-0.1205833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,-0.4135833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,-0.3565833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,1.7275,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),LUX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,2.9665,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),MEX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2002,10.125,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),MEX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2003,8.981667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),MEX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2004,9.538333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),MEX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2005,9.4175,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),MEX,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2006,8.388333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1959,4.398334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1960,4.455,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1961,4.179167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1962,4.235833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1963,4.309166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1964,5.089167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1965,5.500834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1966,6.583333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1967,6.424167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1968,6.519166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1969,7.473333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1970,8.010834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1971,7.625834,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1972,7.354167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1973,7.916667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1974,9.824166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1975,8.786667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1976,8.9525,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1977,8.100833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1978,7.735833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1979,8.775,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1980,10.20833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1981,11.5525,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1982,10.0975,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1983,8.610833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1984,8.328333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1985,7.3275,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2014,1.454667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2017,0.5220833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2018,0.5769167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2019,-0.07016667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2020,-0.3768333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2021,-0.3280833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2022,1.377667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NLD,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2023,2.792,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1970,5.5075,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1971,5.516667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1972,5.523334,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1973,5.796667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1974,6.0825,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1975,6.326667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1976,8.341666,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1977,9.239166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1978,9.979167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1979,11.97909,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1980,13.28333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1981,12.8325,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1982,12.89333,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1983,12.1825,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1984,12.61,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1985,17.6575,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1986,16.4475,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1987,15.71,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1988,13.11583,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1989,12.82917,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1990,12.445,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1991,10.11,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1992,8.401667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1993,6.934166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1994,7.630833,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1995,7.779167,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1996,7.894166,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1997,7.191667,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1998,6.2875,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,1999,6.4125,A,0,2,
OECD.SDD.STES:DSD_STES@DF_FINMARK(4.0),NZL,A,IRLT,PA,_Z,_Z,_Z,_Z,N,2000,6.8525,A,0,2,
