freq,unit,geo\TIME_PERIOD,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,HAB_P,PL62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,173.65,167.0,169.09,170.11,170.55,167.14,164.38,170.77,175.2,175.51,177.17,178.32,178.7,176.7,173.67,180.47,179.66,172.38,164.92,168.16,169.92,NaN
A,HAB_P,PL63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,191.34,197.34,200.55,204.37,206.46,200.13,190.57,194.23,196.76,192.03,190.22,179.06,176.31,177.42,175.06,181.76,192.26,188.44,197.1,200.0,214.39,NaN
A,HAB_P,PL71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,156.61,158.99,164.6,171.11,170.73,165.24,165.66,167.26,167.12,174.42,170.76,172.08,171.74,174.16,176.22,182.09,189.63,187.02,181.51,186.75,182.12,NaN
A,HAB_P,PL72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128.86,130.72,132.44,132.85,132.04,126.85,125.6,127.8,124.8,121.64,125.06,121.69,118.62,118.21,119.11,124.35,131.07,127.31,121.49,122.05,115.95,NaN
A,HAB_P,PL81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.86,143.22,146.5,146.45,147.4,141.56,140.55,143.76,144.67,145.07,150.06,151.24,151.51,152.0,151.31,151.6,168.01,153.75,151.4,153.51,162.31,NaN
A,HAB_P,PL82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.16,150.7,151.83,149.43,148.64,143.51,143.25,144.36,143.13,141.12,141.3,141.29,139.02,138.38,139.97,142.05,148.0,146.61,140.05,144.09,144.52,NaN
A,HAB_P,PL84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150.68,152.47,154.1,157.17,157.58,154.16,152.59,158.25,162.49,163.04,160.52,159.41,158.49,160.66,157.95,158.84,178.91,167.11,155.98,161.17,159.45,NaN
A,HAB_P,PL91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.53,172.29,175.32,171.46,181.92,186.27,NaN
A,HAB_P,PL92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.41,243.85,242.29,231.15,239.46,241.6,NaN
A,HAB_P,PT,262.2,263.48,263.01,257.7,260.16,263.74,270.07,270.76,273.31,278.07,275.86,274.62,276.5,282.3,285.3,288.62,289.98,289.89,290.26,288.52,291.26,299.33,296.17,294.93,295.64,291.83,286.89,288.32,286.75,291.42,295.86,NaN
A,HAB_P,PT11,307.58,310.53,307.45,305.51,309.97,311.42,312.72,312.29,316.78,333.7,321.92,319.94,320.25,321.57,331.0,342.58,338.19,331.33,330.93,329.42,329.66,329.6,333.61,323.95,319.85,313.27,300.91,295.05,296.21,295.4,300.3,NaN
A,HAB_P,PT15,585.47,589.23,601.57,611.17,593.79,600.0,581.77,526.46,510.66,510.66,531.94,526.46,541.34,478.25,478.75,512.94,509.53,497.94,459.6,413.68,392.82,407.81,416.3,415.92,407.44,368.56,385.5,401.85,384.88,415.32,423.37,NaN
A,HAB_P,PT19,NaN,NaN,NaN,NaN,NaN,NaN,219.83,222.79,224.77,229.08,226.5,221.79,226.69,241.0,241.27,231.97,241.97,247.08,256.88,256.64,268.42,285.71,280.82,275.27,276.13,NaN,NaN,NaN,NaN,290.37,291.59,NaN
A,HAB_P,PT1A,NaN,NaN,NaN,NaN,NaN,NaN,190.93,194.16,196.22,196.66,197.25,198.82,202.29,206.11,208.88,214.23,212.64,214.14,215.09,214.93,218.74,221.58,221.44,220.61,226.61,NaN,NaN,NaN,NaN,227.64,232.23,NaN
A,HAB_P,PT1B,NaN,NaN,NaN,NaN,NaN,NaN,569.33,556.26,565.04,567.76,574.89,593.1,584.27,598.71,566.59,563.49,565.42,565.04,587.6,613.88,529.11,601.77,489.5,572.5,561.57,NaN,NaN,NaN,NaN,565.42,561.04,NaN
A,HAB_P,PT1C,NaN,NaN,NaN,NaN,NaN,NaN,353.84,350.69,346.58,337.19,368.75,352.52,344.31,354.64,361.42,374.59,397.26,388.12,365.61,366.46,380.01,406.83,398.26,413.95,436.51,NaN,NaN,NaN,NaN,449.8,449.45,NaN
A,HAB_P,PT1D,NaN,NaN,NaN,NaN,NaN,NaN,539.97,545.24,553.17,543.83,541.01,537.54,519.52,562.47,555.01,552.08,543.83,564.74,565.51,552.08,591.06,627.87,616.76,621.34,576.41,NaN,NaN,NaN,NaN,607.81,628.08,NaN
A,HAB_P,PT20,175.0,176.82,178.01,178.82,171.84,171.35,170.0,165.39,166.2,165.97,163.34,163.34,159.19,160.15,159.94,158.03,157.5,157.19,158.24,156.78,157.61,159.4,157.92,156.47,160.69,160.69,160.02,157.72,148.05,154.19,147.96,NaN
A,HAB_P,PT30,141.55,138.57,138.57,139.42,140.44,139.89,150.75,149.13,149.58,146.69,147.12,147.73,149.67,149.4,149.22,149.31,152.59,151.94,138.57,134.62,134.12,137.43,134.69,138.11,139.03,135.64,128.42,130.68,116.64,120.77,123.59,NaN
A,HAB_P,RO,108.41,111.0,112.02,113.57,116.67,118.0,114.06,112.45,111.98,116.19,132.41,132.89,132.5,133.41,137.8,137.37,136.53,144.09,148.24,146.74,145.59,145.3,144.27,144.06,143.81,143.08,141.69,140.43,138.78,137.42,137.28,NaN
A,HAB_P,RO11,105.47,107.88,106.99,108.17,109.76,109.55,108.06,106.16,105.5,108.95,127.14,125.62,124.49,125.82,126.49,128.91,128.52,139.83,140.89,140.78,140.02,141.25,139.52,139.24,138.58,137.36,136.54,135.22,134.33,133.02,132.94,NaN
A,HAB_P,RO12,99.83,101.0,101.69,104.64,108.89,109.22,106.72,104.69,104.69,110.9,125.39,124.16,124.2,125.03,128.16,130.17,128.29,141.44,144.23,142.52,139.15,139.05,139.66,139.03,138.95,138.89,137.35,134.96,133.64,133.31,133.77,NaN
A,HAB_P,RO21,112.94,113.81,113.22,115.61,119.15,120.54,116.73,119.3,118.44,124.7,143.3,146.35,145.5,145.18,147.65,144.47,143.88,152.07,158.27,154.52,154.14,152.9,151.96,152.64,152.66,151.5,150.47,151.67,152.55,151.36,150.72,NaN
A,HAB_P,RO22,121.24,125.04,128.4,130.23,134.61,135.55,132.04,127.29,127.58,130.45,144.84,145.21,145.35,146.38,150.66,151.07,151.5,163.51,167.37,166.31,165.4,164.09,163.87,163.65,163.53,161.2,160.56,158.32,157.51,158.34,157.67,NaN
A,HAB_P,RO31,132.77,138.01,138.83,141.48,146.72,149.77,136.5,136.49,134.74,141.04,167.42,168.59,167.96,168.41,178.88,179.46,175.12,186.46,199.21,197.97,196.37,195.66,197.71,197.27,197.71,196.25,193.65,190.0,186.99,185.55,184.76,NaN
A,HAB_P,RO32,97.5,100.14,104.73,105.24,106.55,108.28,107.97,98.32,97.08,94.07,99.8,100.54,100.25,102.33,106.61,103.65,103.99,103.38,105.25,103.38,101.61,101.83,98.97,98.95,99.1,99.06,97.48,97.39,95.44,93.76,94.67,NaN
A,HAB_P,RO41,109.92,112.9,114.98,116.74,120.37,120.82,115.69,114.74,115.18,120.65,139.64,141.83,141.69,141.77,149.76,149.36,148.51,150.98,156.0,155.82,154.99,153.16,153.01,151.34,151.28,150.08,148.27,145.94,142.02,139.71,138.21,NaN
A,HAB_P,RO42,87.84,90.67,89.87,89.19,91.06,94.05,89.94,93.41,93.86,102.18,120.97,120.42,120.47,121.0,126.11,125.56,124.65,131.3,134.64,134.25,135.76,136.04,134.6,134.86,132.89,133.62,133.21,132.3,128.73,125.22,125.58,NaN
A,HAB_P,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.49,176.46,177.51,177.64,177.2,177.3,177.78,176.76,176.77,175.88,176.49,176.85,176.75,175.76,175.39,173.44,171.23,165.98,NaN
A,HAB_P,RS11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,155.38,156.69,160.02,158.84,158.7,160.31,161.29,161.06,160.87,160.87,161.07,161.07,159.87,160.0,159.95,159.44,158.64,158.29,NaN
A,HAB_P,RS12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165.43,175.46,177.1,177.9,177.95,175.38,174.51,172.32,172.27,172.8,172.37,172.37,174.74,172.48,172.69,173.28,168.32,154.97,NaN
A,HAB_P,RS21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200.28,210.3,207.34,208.33,203.86,207.83,208.4,208.6,207.43,206.36,205.96,206.4,206.89,207.06,204.28,201.12,198.57,196.38,NaN
A,HAB_P,RS22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159.35,167.05,167.81,168.13,170.24,168.12,169.43,167.83,169.12,165.68,168.82,169.99,167.87,166.12,166.88,161.53,161.21,157.52,NaN
A,HAB_P,SE,193.06,224.66,241.51,268.23,293.25,307.82,312.32,322.06,351.29,366.35,374.29,377.66,386.37,390.12,390.52,395.57,398.17,400.15,400.92,404.52,410.95,415.73,427.96,440.78,459.85,471.29,483.03,488.74,499.44,526.43,533.58,NaN
A,HAB_P,SE11,260.69,NaN,NaN,NaN,NaN,NaN,NaN,455.52,474.71,462.08,463.72,437.42,472.32,494.44,492.67,499.92,496.01,481.93,470.61,456.28,450.88,453.9,454.04,447.98,473.94,487.37,489.98,454.74,477.27,493.62,491.24,NaN
A,HAB_P,SE12,198.88,NaN,NaN,NaN,NaN,NaN,NaN,349.74,331.17,348.74,357.19,367.17,368.68,367.96,366.46,376.39,374.66,376.97,386.95,391.73,404.21,410.96,430.08,442.31,463.83,469.5,475.3,479.72,487.62,523.06,539.77,NaN
A,HAB_P,SE21,156.83,NaN,NaN,NaN,NaN,NaN,NaN,277.04,311.13,329.51,337.48,346.55,355.67,359.66,364.05,371.4,378.23,374.79,373.81,374.13,378.46,376.58,386.56,408.41,442.08,447.63,455.99,472.09,477.2,490.31,498.77,NaN
A,HAB_P,SE22,193.77,NaN,NaN,NaN,NaN,NaN,NaN,330.48,358.93,359.86,372.36,374.19,377.44,375.49,381.13,390.32,391.52,388.72,392.05,403.2,422.72,432.28,449.36,456.51,459.4,479.59,495.91,549.41,522.1,532.75,546.35,NaN
A,HAB_P,SE23,184.87,NaN,NaN,NaN,NaN,NaN,NaN,320.88,338.79,375.47,385.84,387.38,384.97,384.02,382.65,382.65,388.63,403.4,400.86,421.05,421.4,416.93,431.5,461.35,483.05,487.31,511.89,529.12,541.57,596.09,607.74,NaN
A,HAB_P,SE31,194.55,NaN,NaN,NaN,NaN,NaN,NaN,227.45,331.22,364.08,367.05,394.11,392.48,398.52,392.3,392.84,402.08,401.7,407.44,398.69,407.67,419.58,430.39,445.85,455.4,483.48,489.73,493.2,518.05,546.5,548.2,NaN
A,HAB_P,SE32,133.19,NaN,NaN,NaN,NaN,NaN,NaN,247.68,290.37,295.85,298.91,305.23,316.27,321.41,324.75,323.07,332.51,359.21,359.55,359.01,361.17,375.41,380.08,411.33,413.89,424.43,439.19,454.15,491.99,516.13,488.43,NaN
A,HAB_P,SE33,137.27,NaN,NaN,NaN,NaN,NaN,NaN,219.22,246.75,254.1,264.02,281.74,297.01,296.5,299.05,299.74,301.13,303.23,307.35,311.77,324.27,338.41,360.69,369.1,388.28,396.2,416.33,434.29,448.43,480.82,504.96,NaN
A,HAB_P,SI,180.32,181.06,182.36,184.54,185.25,187.52,189.88,193.66,202.3,205.08,210.3,217.12,215.28,217.51,221.04,217.08,221.63,222.15,219.2,222.58,221.92,222.41,223.39,224.57,223.9,226.6,225.62,233.76,235.33,242.66,247.05,NaN
A,HAB_P,SI03,212.88,213.92,216.55,217.71,218.93,223.67,229.2,233.9,243.1,249.42,259.71,275.82,277.85,280.05,279.41,270.16,277.7,278.84,271.1,270.97,266.48,266.09,267.92,268.77,267.46,270.43,266.06,283.21,288.13,290.47,295.55,NaN
A,HAB_P,SI04,154.16,154.69,155.18,157.86,158.24,159.01,159.52,162.62,170.55,171.29,173.64,175.65,172.25,174.32,179.46,178.22,181.07,181.27,180.81,185.78,187.19,188.15,188.62,189.93,189.63,192.07,193.13,196.02,195.84,205.48,209.34,NaN
A,HAB_P,SK,NaN,NaN,NaN,121.93,124.31,125.74,127.01,128.75,132.13,133.87,139.98,146.8,149.45,150.63,149.54,153.74,154.63,156.4,166.87,170.52,173.49,173.87,174.85,173.51,172.16,175.67,173.58,176.0,176.22,175.71,176.66,NaN
A,HAB_P,SK01,NaN,NaN,NaN,98.45,92.21,92.85,94.92,92.1,96.63,97.33,110.73,115.07,118.38,119.84,121.12,123.04,124.59,126.63,135.22,134.17,137.07,139.24,138.98,138.28,137.7,138.72,139.83,147.04,149.59,153.82,155.34,NaN
A,HAB_P,SK02,NaN,NaN,NaN,141.41,148.02,151.01,151.64,155.75,158.2,162.7,167.11,177.09,180.16,180.84,178.14,184.89,187.72,189.18,202.39,210.63,210.17,209.81,209.81,211.09,210.99,221.62,212.03,215.98,217.09,215.78,214.29,NaN
A,HAB_P,SK03,NaN,NaN,NaN,124.36,129.0,130.44,130.63,134.3,138.34,138.55,143.77,149.99,152.07,154.79,153.74,156.56,155.53,158.98,170.24,171.32,170.65,170.8,170.71,171.7,171.28,172.43,171.3,170.91,168.78,167.2,169.33,NaN
A,HAB_P,SK04,NaN,NaN,NaN,113.53,116.31,117.07,118.9,120.64,123.15,124.58,127.61,133.71,135.95,136.24,134.99,139.4,139.94,140.56,149.19,153.92,161.46,161.48,164.57,159.5,156.37,158.36,158.67,159.82,160.39,159.05,160.47,NaN
A,HAB_P,TR,NaN,608.95,602.65,586.08,565.61,550.41,534.35,607.66,582.79,498.59,495.6,491.9,479.63,470.36,460.7,447.66,434.72,409.53,421.61,409.87,405.9,396.47,391.15,376.56,363.07,353.6,347.7,331.97,330.64,324.12,320.06,NaN
A,HAB_P,TR10,NaN,486.95,496.15,480.63,472.28,460.11,445.51,572.96,553.76,486.67,502.21,493.96,498.62,509.29,520.33,470.1,458.28,446.58,481.29,467.43,455.16,448.7,442.01,417.11,397.0,383.13,375.79,333.98,333.3,330.94,336.7,NaN
A,HAB_P,TR21,NaN,857.02,857.02,832.86,815.9,725.57,715.49,627.55,579.34,457.67,482.81,482.29,422.58,431.49,440.23,417.01,414.33,402.66,408.97,398.57,396.03,380.96,375.8,334.01,325.56,327.04,324.65,308.4,303.18,309.33,314.07,NaN
A,HAB_P,TR22,NaN,564.43,558.19,549.34,544.1,540.77,513.43,532.62,518.4,442.03,441.15,428.32,432.93,392.28,412.91,406.64,393.94,377.45,407.76,404.96,404.4,410.7,405.14,406.07,377.78,353.87,352.46,350.49,347.57,349.62,353.1,NaN
A,HAB_P,TR31,NaN,519.11,510.64,497.81,482.04,469.88,444.96,462.63,459.14,395.94,397.07,380.53,388.61,394.75,386.24,372.14,374.17,367.45,386.52,378.53,380.29,377.27,376.81,378.3,362.4,360.58,354.66,362.75,357.71,354.3,307.33,NaN
A,HAB_P,TR32,NaN,804.22,786.63,775.58,748.19,707.95,714.32,704.88,639.58,614.79,605.29,574.06,549.67,566.18,535.31,516.45,528.54,474.97,479.09,464.7,430.72,410.54,395.88,387.89,369.14,367.52,367.09,363.37,354.83,354.97,348.33,NaN
A,HAB_P,TR33,NaN,615.21,610.37,584.15,535.71,505.65,493.58,494.21,472.66,459.83,453.84,426.62,426.8,387.15,378.96,399.26,391.99,387.73,368.16,363.89,362.35,356.85,350.08,337.1,322.58,313.64,309.91,305.59,303.86,303.25,310.14,NaN
A,HAB_P,TR41,NaN,649.18,646.61,607.6,607.6,596.52,593.92,608.32,597.22,493.44,508.1,477.43,449.6,428.18,426.22,415.82,421.61,385.37,400.39,393.53,395.05,386.24,385.37,382.09,390.52,363.71,346.12,329.16,335.76,340.94,341.38,NaN
A,HAB_P,TR42,NaN,1027.54,973.39,830.62,773.48,766.6,747.39,1111.14,1020.52,840.33,773.94,743.1,694.41,681.36,604.3,578.43,558.69,527.39,516.1,483.66,472.24,443.21,423.65,428.66,434.23,427.62,418.5,391.55,393.72,396.81,383.51,NaN
A,HAB_P,TR51,NaN,384.6,383.77,383.13,380.56,370.84,362.56,430.23,425.58,299.99,279.57,294.08,300.26,291.83,279.76,281.92,271.48,248.94,297.38,295.79,305.23,295.26,303.94,292.14,299.39,300.91,288.29,284.92,296.38,241.39,231.53,NaN
A,HAB_P,TR52,NaN,829.96,840.75,804.16,804.16,777.45,753.61,672.0,625.96,535.06,532.28,547.33,483.29,494.87,476.82,482.06,454.76,345.25,337.66,332.68,336.97,336.74,353.75,321.88,322.72,302.46,301.6,271.76,269.39,272.04,272.29,NaN
A,HAB_P,TR61,NaN,624.54,601.21,597.2,574.35,554.26,507.23,588.35,545.69,504.29,532.08,527.79,484.96,472.26,465.6,477.29,456.92,429.0,402.42,410.0,408.02,401.6,381.25,373.49,331.72,315.28,312.94,313.53,313.75,321.75,327.2,NaN
A,HAB_P,TR62,NaN,639.7,587.62,607.53,599.4,569.78,549.6,617.57,617.57,578.77,554.35,558.19,514.49,495.29,482.55,483.24,481.63,439.5,431.37,424.02,416.93,407.08,391.94,393.62,344.22,342.12,340.68,331.33,328.91,323.9,342.18,NaN
A,HAB_P,TR63,NaN,1387.82,1387.82,1227.74,1134.96,1161.41,1102.99,1298.51,1195.61,1004.31,885.12,931.76,856.77,828.08,789.14,720.98,701.75,630.46,613.64,575.22,560.9,510.42,471.96,420.93,404.32,390.21,391.36,382.25,375.88,379.03,338.42,NaN
A,HAB_P,TR71,NaN,749.74,746.25,746.25,654.83,625.46,598.61,714.02,698.77,538.69,552.81,579.37,557.03,551.1,537.25,519.16,483.77,418.28,464.03,453.4,489.97,462.29,438.77,430.29,396.27,390.38,387.44,381.51,341.02,342.8,347.16,NaN
A,HAB_P,TR72,NaN,487.96,487.96,487.96,479.41,470.25,443.47,481.28,445.72,411.86,423.48,404.75,431.35,420.51,414.63,406.89,390.8,362.54,334.46,331.84,330.95,326.99,328.56,318.03,310.65,290.52,290.31,285.81,273.79,277.68,278.49,NaN
A,HAB_P,TR81,NaN,425.32,403.98,404.14,400.27,400.27,395.73,457.48,432.17,378.15,340.84,377.19,341.17,364.83,339.84,350.19,344.77,360.19,338.19,333.88,332.71,334.84,323.06,319.22,322.86,313.11,309.55,298.87,299.0,292.37,293.74,NaN
A,HAB_P,TR82,NaN,341.73,343.16,341.02,341.02,334.07,324.16,407.29,402.49,352.16,382.93,389.48,385.63,354.44,390.97,420.67,405.48,423.28,401.11,373.67,402.49,399.16,420.89,402.88,394.92,390.22,376.85,333.06,330.91,326.57,349.05,NaN
A,HAB_P,TR83,NaN,470.63,470.24,445.31,436.36,434.68,419.81,431.49,418.81,359.58,361.93,370.0,359.31,348.96,352.27,365.45,342.73,343.9,346.98,342.73,343.98,329.95,332.47,331.53,312.35,302.83,292.05,280.43,278.16,279.01,280.78,NaN
A,HAB_P,TR90,NaN,427.4,429.09,420.79,412.17,402.71,398.87,441.13,414.25,389.73,377.71,378.97,364.49,369.14,359.58,365.03,338.37,335.82,339.68,322.71,326.19,327.49,334.17,317.84,315.33,310.83,305.96,280.42,288.34,289.1,294.11,NaN
A,HAB_P,TRA1,NaN,369.57,369.57,385.98,300.79,300.79,294.67,332.56,332.67,263.82,260.53,257.75,246.46,259.91,255.45,246.46,231.84,231.44,253.83,251.6,247.98,250.5,246.18,266.21,252.48,248.95,248.43,237.84,230.71,234.02,235.83,NaN
A,HAB_P,TRA2,NaN,1380.24,1300.46,1278.29,1209.57,1196.7,1196.7,1212.17,1318.75,863.98,877.46,955.73,812.2,654.77,650.61,636.61,600.91,623.9,638.06,539.0,525.9,529.11,535.41,548.46,532.62,528.37,523.15,501.62,500.37,489.77,479.62,NaN
A,HAB_P,TRB1,NaN,489.87,489.19,477.92,434.33,429.36,414.22,477.66,418.94,371.28,380.58,358.44,323.26,319.04,325.53,308.65,321.25,293.24,290.68,293.39,289.86,284.34,273.32,286.01,268.0,259.43,258.66,249.72,241.69,231.35,232.75,NaN
A,HAB_P,TRB2,NaN,1403.0,1380.66,1338.05,1052.25,1015.29,1015.29,1081.66,986.64,828.93,757.92,749.27,682.72,683.15,586.32,558.67,532.59,525.11,546.14,537.48,493.66,480.2,477.66,439.86,438.71,435.62,418.5,419.22,412.69,405.5,402.02,NaN
A,HAB_P,TRC1,NaN,1205.01,1058.95,965.67,965.67,903.27,903.27,1053.76,1003.81,927.85,963.67,964.01,885.53,802.65,738.8,686.21,652.27,575.94,580.61,513.62,493.66,471.91,460.49,385.98,372.1,365.92,354.92,348.25,345.65,319.85,279.62,NaN
A,HAB_P,TRC2,NaN,1065.97,1015.69,989.03,945.83,920.42,920.42,1056.11,977.49,785.21,810.19,788.99,852.15,777.75,758.34,710.98,696.91,596.99,591.83,536.4,509.42,510.74,492.45,455.7,446.21,434.83,434.73,435.61,429.16,430.28,433.99,NaN
A,HAB_P,TRC3,NaN,2114.96,2085.99,2030.36,1937.37,1889.3,1921.07,2466.69,2554.99,2055.95,1855.53,1858.55,2158.94,1515.7,1203.46,1104.53,872.82,878.18,754.35,710.69,691.33,635.72,606.04,565.95,539.99,539.35,538.91,471.05,492.42,493.31,476.79,NaN
A,NR,AT,68729.0,68218.0,67853.0,67173.0,66480.0,65373.0,64594.0,63674.0,63114.0,63092.0,62806.0,63206.0,63248.0,63354.0,64307.0,64018.0,64069.0,64008.0,64417.0,64691.0,64825.0,64815.0,65138.0,64838.0,64805.0,64285.0,63838.0,62873.0,61927.0,60739.0,60306.0,NaN
A,NR,AT11,1690.0,1730.0,1743.0,1705.0,1691.0,1637.0,1630.0,1610.0,1627.0,1649.0,1559.0,1581.0,1575.0,1633.0,1655.0,1628.0,1609.0,1610.0,1537.0,1716.0,1741.0,1732.0,1719.0,1757.0,1813.0,1772.0,1726.0,1696.0,1631.0,1586.0,1627.0,NaN
A,NR,AT12,11173.0,11084.0,11145.0,11023.0,10942.0,10739.0,10661.0,10468.0,10423.0,10267.0,10227.0,10367.0,10452.0,10581.0,10978.0,11130.0,11163.0,11387.0,11255.0,11343.0,11366.0,11540.0,11536.0,11427.0,11220.0,11282.0,11285.0,11347.0,11219.0,11046.0,11141.0,NaN
A,NR,AT13,14544.0,14677.0,14706.0,14436.0,14460.0,14126.0,13931.0,13849.0,13609.0,13827.0,13718.0,13505.0,13314.0,13180.0,13395.0,13244.0,13442.0,13434.0,13725.0,13627.0,13913.0,14255.0,14835.0,14756.0,14717.0,14321.0,14319.0,13938.0,13510.0,13208.0,13171.0,NaN
A,NR,AT21,5551.0,5433.0,5295.0,5140.0,5191.0,5154.0,5165.0,5079.0,5080.0,5092.0,5146.0,5084.0,5142.0,5241.0,5287.0,5203.0,5085.0,5013.0,4972.0,4939.0,4874.0,4810.0,4799.0,4693.0,4544.0,4593.0,4511.0,4292.0,4361.0,4327.0,4274.0,NaN
A,NR,AT22,11801.0,11613.0,11447.0,11735.0,11335.0,11147.0,10899.0,10641.0,10460.0,10369.0,10314.0,10583.0,10499.0,10513.0,10862.0,10862.0,10841.0,10707.0,10598.0,10545.0,10477.0,10202.0,10153.0,10085.0,10182.0,10122.0,9974.0,9779.0,9757.0,9502.0,9244.0,NaN
A,NR,AT31,11532.0,11317.0,11108.0,10997.0,10744.0,10587.0,10507.0,10420.0,10382.0,10251.0,10195.0,10254.0,10507.0,10451.0,10420.0,10331.0,10289.0,10352.0,10323.0,10206.0,10099.0,9935.0,9895.0,9875.0,10133.0,10149.0,10057.0,10071.0,9837.0,9660.0,9493.0,NaN
A,NR,AT32,4943.0,4954.0,5099.0,5019.0,4962.0,4881.0,4887.0,4726.0,4739.0,4712.0,4751.0,4821.0,4792.0,4764.0,4762.0,4787.0,4764.0,4792.0,4889.0,5091.0,5078.0,5056.0,4980.0,5029.0,4948.0,4891.0,4840.0,4656.0,4480.0,4545.0,4505.0,NaN
A,NR,AT33,5022.0,4946.0,4891.0,4753.0,4770.0,4761.0,4659.0,4638.0,4621.0,4697.0,4700.0,4818.0,4793.0,4815.0,4782.0,4743.0,4782.0,4643.0,4904.0,4993.0,5056.0,5061.0,5004.0,5014.0,5051.0,5042.0,5031.0,5012.0,4994.0,4742.0,4731.0,NaN
A,NR,AT34,2473.0,2464.0,2419.0,2365.0,2385.0,2341.0,2255.0,2243.0,2173.0,2228.0,2196.0,2193.0,2174.0,2176.0,2166.0,2090.0,2094.0,2070.0,2214.0,2231.0,2221.0,2224.0,2217.0,2202.0,2197.0,2113.0,2095.0,2082.0,2138.0,2123.0,2120.0,NaN
A,NR,BE,74241.0,72156.0,71509.0,70814.0,70419.0,69758.0,69471.0,68903.0,68104.0,67570.0,67739.0,67566.0,67430.0,67009.0,66588.0,66925.0,66422.0,66645.0,66785.0,66477.0,66148.0,65590.0,65753.0,65314.0,64423.0,64248.0,63962.0,63847.0,63634.0,63572.0,63507.0,63544.0
A,NR,BE10,9222.0,9008.0,8957.0,8969.0,8989.0,8906.0,8914.0,8899.0,8959.0,8908.0,8903.0,8896.0,8892.0,8891.0,8844.0,8632.0,8665.0,8610.0,8601.0,8577.0,8554.0,8419.0,8773.0,8718.0,8612.0,8612.0,8611.0,8621.0,8619.0,8617.0,8617.0,8617.0
A,NR,BE21,11803.0,11383.0,11442.0,11286.0,11193.0,11145.0,11092.0,11093.0,10982.0,10750.0,10845.0,10730.0,10722.0,10530.0,10077.0,10633.0,10224.0,10632.0,10608.0,10606.0,10562.0,10481.0,10483.0,10461.0,10332.0,10274.0,10217.0,10202.0,10166.0,10145.0,10154.0,10210.0
A,NR,BE22,4884.0,4725.0,4664.0,4624.0,4616.0,4616.0,4606.0,4605.0,4520.0,4457.0,4420.0,4419.0,4410.0,4396.0,4395.0,4390.0,4403.0,4399.0,4396.0,4354.0,4238.0,4249.0,4252.0,4247.0,4226.0,4226.0,4226.0,4226.0,4212.0,4212.0,4212.0,4212.0
A,NR,BE23,9801.0,9564.0,9565.0,9484.0,9426.0,9331.0,9331.0,9465.0,9402.0,9533.0,9507.0,9498.0,9504.0,9376.0,9451.0,9464.0,9464.0,9406.0,9397.0,9309.0,9285.0,9274.0,9225.0,9197.0,9141.0,9125.0,9104.0,9072.0,9027.0,9016.0,8993.0,8988.0
A,NR,BE24,5938.0,5806.0,5802.0,5730.0,5700.0,5524.0,5428.0,5519.0,5148.0,5026.0,5123.0,5120.0,5085.0,5023.0,5079.0,5074.0,5058.0,5070.0,5059.0,4967.0,4930.0,4926.0,4854.0,4844.0,4823.0,4844.0,4639.0,4631.0,4599.0,4598.0,4535.0,4535.0
A,NR,BE25,9320.0,9091.0,9001.0,8858.0,8782.0,8736.0,8736.0,8251.0,8254.0,8357.0,8357.0,8345.0,8323.0,8310.0,8303.0,8296.0,8131.0,8273.0,8296.0,8245.0,8179.0,8167.0,8181.0,8175.0,8138.0,8054.0,7897.0,7885.0,7852.0,7836.0,7833.0,7833.0
A,NR,BE31,1586.0,1557.0,1557.0,1560.0,1560.0,1560.0,1580.0,1333.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1331.0,1326.0,1324.0,1324.0,1322.0,1017.0,1017.0,1007.0,948.0,946.0,956.0,950.0,934.0,934.0,934.0,937.0
