freq,citizen,sex,age,unit,geo\TIME_PERIOD,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,EU27_2020_FOR,F,Y_GE20,PC_POP,MT,NaN,NaN,NaN,NaN,NaN,0.2,0.4,0.4,0.4,0.7,1.9,3.2,2.6,2.3,2.3,2.5,1.7
A,EU27_2020_FOR,F,Y_GE20,PC_POP,NL,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.9,0.7,0.8,0.8
A,EU27_2020_FOR,F,Y_GE20,PC_POP,NO,0.6,0.7,1.0,1.4,1.8,2.1,1.7,2.1,1.7,1.5,2.2,1.5,1.4,0.8,0.7,0.9,0.9
A,EU27_2020_FOR,F,Y_GE20,PC_POP,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,F,Y_GE20,PC_POP,PT,0.2,0.1,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN,0.1,0.1
A,EU27_2020_FOR,F,Y_GE20,PC_POP,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,F,Y_GE20,PC_POP,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,F,Y_GE20,PC_POP,SE,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.9,1.0,0.8,0.7,0.6,0.7
A,EU27_2020_FOR,F,Y_GE20,PC_POP,SI,NaN,NaN,NaN,NaN,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,F,Y_GE20,PC_POP,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,F,Y_GE20,PC_POP,UK,1.6,1.6,1.6,1.6,1.5,1.4,1.7,1.8,2.0,2.0,1.8,1.6,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,AT,1.4,1.4,1.4,1.5,1.8,2.0,2.3,2.7,2.8,3.0,2.7,2.7,2.8,2.7,2.7,2.8,3.0
A,EU27_2020_FOR,M,Y15-64,PC_POP,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,BE,1.6,1.7,1.8,2.0,1.9,2.1,2.4,2.0,2.0,1.8,1.7,1.8,1.7,1.4,1.5,1.5,1.9
A,EU27_2020_FOR,M,Y15-64,PC_POP,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,CH,4.3,5.0,3.5,3.8,5.4,5.8,5.9,6.4,6.4,6.3,5.9,5.9,5.8,5.9,5.9,6.3,6.9
A,EU27_2020_FOR,M,Y15-64,PC_POP,CY,3.1,4.4,5.8,6.1,6.1,4.1,2.6,2.3,2.5,2.3,2.5,2.7,3.0,2.7,2.5,2.2,1.7
A,EU27_2020_FOR,M,Y15-64,PC_POP,CZ,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3
A,EU27_2020_FOR,M,Y15-64,PC_POP,DE,0.6,0.7,0.6,0.6,0.9,1.1,1.5,1.8,2.1,2.0,2.0,1.8,1.3,1.8,1.8,1.7,1.5
A,EU27_2020_FOR,M,Y15-64,PC_POP,DK,0.2,0.5,0.5,0.6,0.7,0.9,1.1,1.0,1.0,1.0,1.0,1.0,1.1,0.8,0.6,0.8,1.4
A,EU27_2020_FOR,M,Y15-64,PC_POP,EA20,0.8,0.8,0.7,0.6,0.6,0.6,0.7,0.8,0.9,0.9,0.9,0.9,0.7,0.8,0.8,0.8,0.8
A,EU27_2020_FOR,M,Y15-64,PC_POP,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.3,0.3,0.3,NaN,0.3,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,EL,0.5,0.4,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,ES,1.6,1.4,1.1,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.5,0.4,0.5,0.4,0.5
A,EU27_2020_FOR,M,Y15-64,PC_POP,EU27_2020,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.7,0.6,0.7,0.7,0.7,0.7
A,EU27_2020_FOR,M,Y15-64,PC_POP,FI,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.5
A,EU27_2020_FOR,M,Y15-64,PC_POP,FR,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.2
A,EU27_2020_FOR,M,Y15-64,PC_POP,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,HU,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y15-64,PC_POP,IE,7.6,6.8,5.2,3.8,2.7,1.9,2.0,2.3,2.4,2.6,2.7,2.8,2.1,1.2,1.5,1.7,1.5
A,EU27_2020_FOR,M,Y15-64,PC_POP,IS,NaN,NaN,NaN,1.3,0.7,1.0,0.7,0.7,NaN,NaN,NaN,1.3,1.4,1.4,1.7,1.3,1.3
A,EU27_2020_FOR,M,Y15-64,PC_POP,IT,0.4,0.5,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1
A,EU27_2020_FOR,M,Y15-64,PC_POP,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,LU,8.2,8.3,8.3,10.6,11.2,9.7,10.7,11.4,12.2,11.1,12.6,14.1,11.6,4.2,8.6,8.6,11.2
A,EU27_2020_FOR,M,Y15-64,PC_POP,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,MT,NaN,NaN,NaN,NaN,NaN,0.4,0.5,0.4,0.8,1.8,3.7,4.2,2.8,2.5,2.5,2.9,1.8
A,EU27_2020_FOR,M,Y15-64,PC_POP,NL,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,1.3,1.0,1.2,1.2
A,EU27_2020_FOR,M,Y15-64,PC_POP,NO,1.0,1.5,1.9,2.3,2.9,3.3,2.9,3.3,2.4,2.0,2.7,2.0,1.8,1.4,1.9,1.7,1.5
A,EU27_2020_FOR,M,Y15-64,PC_POP,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,PT,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN,0.2,0.2,0.1
A,EU27_2020_FOR,M,Y15-64,PC_POP,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,SE,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.1,1.2,1.0,1.1,1.0,0.9
A,EU27_2020_FOR,M,Y15-64,PC_POP,SI,0.1,NaN,NaN,0.1,0.2,0.2,0.2,0.1,0.2,0.1,NaN,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y15-64,PC_POP,UK,2.1,2.1,2.1,1.8,1.7,1.7,2.0,2.2,2.8,2.7,2.4,2.2,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,AT,1.5,1.4,1.4,1.5,1.9,2.1,2.4,2.8,3.0,3.1,2.8,2.8,2.9,2.7,2.8,2.9,3.1
A,EU27_2020_FOR,M,Y20-64,PC_POP,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,BE,1.7,1.8,1.9,2.0,2.0,2.1,2.5,2.1,2.1,1.9,1.8,1.8,1.8,1.5,1.6,1.5,2.0
A,EU27_2020_FOR,M,Y20-64,PC_POP,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,CH,4.6,5.3,3.8,4.1,5.7,6.1,6.2,6.6,6.7,6.7,6.1,6.2,6.0,6.1,6.2,6.6,7.2
A,EU27_2020_FOR,M,Y20-64,PC_POP,CY,3.2,4.5,6.0,6.4,6.3,4.2,2.7,2.3,2.6,2.3,2.5,2.8,3.0,2.7,2.5,2.3,1.8
A,EU27_2020_FOR,M,Y20-64,PC_POP,CZ,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.3
A,EU27_2020_FOR,M,Y20-64,PC_POP,DE,0.7,0.7,0.6,0.7,0.9,1.2,1.5,1.9,2.2,2.0,2.1,1.9,1.3,1.8,1.8,1.7,1.5
A,EU27_2020_FOR,M,Y20-64,PC_POP,DK,0.2,0.5,0.6,0.6,0.7,0.9,1.2,1.1,1.1,1.0,1.1,1.1,1.1,0.9,0.6,0.8,1.5
A,EU27_2020_FOR,M,Y20-64,PC_POP,EA20,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.7,0.8,0.8,0.8,0.8
A,EU27_2020_FOR,M,Y20-64,PC_POP,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.3,NaN,0.3,NaN,0.3,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,EL,0.5,0.4,0.4,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,ES,1.6,1.4,1.1,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.6,0.4,0.5,0.4,0.5
A,EU27_2020_FOR,M,Y20-64,PC_POP,EU27_2020,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.7,0.8,0.7,0.8,0.8,0.6,0.7,0.7,0.7,0.7
A,EU27_2020_FOR,M,Y20-64,PC_POP,FI,0.2,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.6,0.5
A,EU27_2020_FOR,M,Y20-64,PC_POP,FR,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y20-64,PC_POP,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,HU,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y20-64,PC_POP,IE,8.1,7.2,5.4,3.9,2.8,2.0,2.1,2.5,2.5,2.8,2.9,2.9,2.2,1.3,1.6,1.8,1.6
A,EU27_2020_FOR,M,Y20-64,PC_POP,IS,NaN,NaN,NaN,1.3,0.7,1.0,0.8,0.8,NaN,NaN,NaN,1.4,1.5,1.5,1.7,1.4,1.4
A,EU27_2020_FOR,M,Y20-64,PC_POP,IT,0.4,0.5,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1
A,EU27_2020_FOR,M,Y20-64,PC_POP,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,LU,8.7,8.8,8.7,11.2,11.8,10.1,11.2,11.8,12.8,11.8,13.2,14.7,12.1,4.4,8.9,9.0,11.8
A,EU27_2020_FOR,M,Y20-64,PC_POP,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,MT,NaN,NaN,NaN,NaN,NaN,0.5,0.5,0.5,0.9,1.8,3.7,4.4,2.9,2.6,2.6,3.0,2.0
A,EU27_2020_FOR,M,Y20-64,PC_POP,NL,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,1.4,1.1,1.3,1.3
A,EU27_2020_FOR,M,Y20-64,PC_POP,NO,1.1,1.6,2.0,2.4,3.1,3.5,3.1,3.5,2.6,2.1,2.9,2.1,1.9,1.5,2.0,1.8,1.7
A,EU27_2020_FOR,M,Y20-64,PC_POP,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,PT,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2,NaN,NaN,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y20-64,PC_POP,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,SE,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.1,1.1,1.2,1.3,1.1,1.1,1.1,1.0
A,EU27_2020_FOR,M,Y20-64,PC_POP,SI,0.1,NaN,NaN,0.1,0.2,0.2,0.2,0.2,0.2,NaN,NaN,0.2,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y20-64,PC_POP,UK,2.3,2.2,2.2,1.9,1.8,1.8,2.1,2.3,2.9,2.8,2.5,2.2,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,AT,1.2,1.2,1.2,1.3,1.6,1.7,1.9,2.2,2.4,2.4,2.2,2.3,2.3,2.2,2.3,2.3,2.5
A,EU27_2020_FOR,M,Y_GE15,PC_POP,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,BE,1.4,1.4,1.6,1.7,1.6,1.7,2.0,1.7,1.7,1.5,1.4,1.4,1.4,1.2,1.2,1.2,1.5
A,EU27_2020_FOR,M,Y_GE15,PC_POP,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,CH,3.7,4.2,3.0,3.2,4.5,4.8,4.9,5.4,5.3,5.2,4.9,4.8,4.7,4.8,4.8,5.1,5.5
A,EU27_2020_FOR,M,Y_GE15,PC_POP,CY,2.7,3.7,5.0,5.2,5.2,3.6,2.2,2.0,2.1,1.9,2.1,2.2,2.4,2.2,2.1,1.8,1.4
A,EU27_2020_FOR,M,Y_GE15,PC_POP,CZ,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2
A,EU27_2020_FOR,M,Y_GE15,PC_POP,DE,0.5,0.6,0.5,0.5,0.7,0.9,1.1,1.4,1.7,1.6,1.6,1.4,1.0,1.4,1.4,1.3,1.2
A,EU27_2020_FOR,M,Y_GE15,PC_POP,DK,0.2,0.4,0.4,0.4,0.5,0.7,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.6,0.4,0.6,1.1
A,EU27_2020_FOR,M,Y_GE15,PC_POP,EA20,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.6
A,EU27_2020_FOR,M,Y_GE15,PC_POP,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.3,0.3,0.2,NaN,0.3,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,EL,0.4,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,ES,1.4,1.2,1.0,0.6,0.5,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.5,0.4,0.4,0.4,0.4
A,EU27_2020_FOR,M,Y_GE15,PC_POP,EU27_2020,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.5
A,EU27_2020_FOR,M,Y_GE15,PC_POP,FI,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.4,0.4
A,EU27_2020_FOR,M,Y_GE15,PC_POP,FR,0.3,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y_GE15,PC_POP,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1
A,EU27_2020_FOR,M,Y_GE15,PC_POP,HU,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1
A,EU27_2020_FOR,M,Y_GE15,PC_POP,IE,6.6,5.9,4.5,3.3,2.4,1.7,1.7,2.0,2.0,2.2,2.3,2.3,1.8,1.0,1.3,1.4,1.2
A,EU27_2020_FOR,M,Y_GE15,PC_POP,IS,NaN,NaN,NaN,1.2,0.6,0.9,0.7,0.6,NaN,NaN,NaN,1.2,1.3,1.2,1.4,1.1,1.0
A,EU27_2020_FOR,M,Y_GE15,PC_POP,IT,0.3,0.4,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
A,EU27_2020_FOR,M,Y_GE15,PC_POP,LT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,LU,7.1,7.3,7.3,9.2,9.8,8.5,9.5,10.1,11.1,10.0,11.2,12.6,10.2,3.6,7.5,7.5,9.7
A,EU27_2020_FOR,M,Y_GE15,PC_POP,LV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,ME,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,MK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,MT,NaN,NaN,NaN,NaN,NaN,0.4,0.4,0.4,0.7,1.5,3.0,3.5,2.4,2.0,2.1,2.4,1.5
A,EU27_2020_FOR,M,Y_GE15,PC_POP,NL,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,1.1,0.8,1.0,0.9
A,EU27_2020_FOR,M,Y_GE15,PC_POP,NO,0.9,1.3,1.7,2.0,2.6,2.9,2.3,2.7,2.0,1.6,2.2,1.6,1.4,1.2,1.5,1.3,1.2
A,EU27_2020_FOR,M,Y_GE15,PC_POP,PL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,PT,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN,0.1,0.2,0.1
A,EU27_2020_FOR,M,Y_GE15,PC_POP,RO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,RS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,SE,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1.0,0.8,0.8,0.8,0.7
A,EU27_2020_FOR,M,Y_GE15,PC_POP,SI,0.1,NaN,NaN,0.2,0.2,0.2,0.1,0.1,0.1,0.1,NaN,0.1,0.1,0.1,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,SK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE15,PC_POP,UK,1.8,1.7,1.7,1.5,1.4,1.4,1.6,1.8,2.2,2.2,2.0,1.8,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE20,PC_POP,AT,1.2,1.2,1.2,1.3,1.6,1.7,2.0,2.2,2.4,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.5
A,EU27_2020_FOR,M,Y_GE20,PC_POP,BA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE20,PC_POP,BE,1.4,1.5,1.6,1.7,1.6,1.8,2.1,1.7,1.7,1.5,1.4,1.4,1.4,1.2,1.3,1.2,1.5
A,EU27_2020_FOR,M,Y_GE20,PC_POP,BG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE20,PC_POP,CH,3.8,4.4,3.1,3.3,4.7,5.0,5.1,5.4,5.5,5.4,5.0,4.9,4.8,4.8,4.9,5.2,5.7
A,EU27_2020_FOR,M,Y_GE20,PC_POP,CY,2.8,3.8,5.1,5.4,5.3,3.6,2.3,1.9,2.1,1.9,2.1,2.3,2.4,2.2,2.0,1.8,1.4
A,EU27_2020_FOR,M,Y_GE20,PC_POP,CZ,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2
A,EU27_2020_FOR,M,Y_GE20,PC_POP,DE,0.5,0.6,0.5,0.5,0.7,0.9,1.2,1.4,1.7,1.6,1.6,1.4,1.0,1.4,1.4,1.3,1.2
A,EU27_2020_FOR,M,Y_GE20,PC_POP,DK,0.2,0.4,0.5,0.5,0.5,0.7,0.9,0.9,0.8,0.8,0.9,0.8,0.9,0.6,0.5,0.6,1.2
A,EU27_2020_FOR,M,Y_GE20,PC_POP,EA20,0.6,0.6,0.6,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.6
A,EU27_2020_FOR,M,Y_GE20,PC_POP,EE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,0.2,0.2,0.2,NaN,0.3,NaN,NaN
A,EU27_2020_FOR,M,Y_GE20,PC_POP,EL,0.4,0.4,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN
A,EU27_2020_FOR,M,Y_GE20,PC_POP,ES,1.4,1.1,0.9,0.6,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.5,0.4,0.5,0.4,0.5
A,EU27_2020_FOR,M,Y_GE20,PC_POP,EU27_2020,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5
A,EU27_2020_FOR,M,Y_GE20,PC_POP,FI,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.4,0.5,0.4
A,EU27_2020_FOR,M,Y_GE20,PC_POP,FR,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
A,EU27_2020_FOR,M,Y_GE20,PC_POP,HR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1
A,EU27_2020_FOR,M,Y_GE20,PC_POP,HU,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1
A,EU27_2020_FOR,M,Y_GE20,PC_POP,IE,7.0,6.2,4.6,3.3,2.3,1.7,1.8,2.1,2.1,2.3,2.4,2.4,1.8,1.1,1.4,1.5,1.3
